"claim_id","claim_date","sale_id","repair_status"
"CL-3743","2021-08-11","OID-385198","Paid Repaired"
"CL-3744","2021-04-10","OID-385247","Warranty Void"
"CL-3745","2021-04-08","OID-385492","Warranty Void"
"CL-3746","2021-01-18","OID-385549","Warranty Void"
"CL-3747","2021-04-25","OID-385562","Warranty Void"
"CL-3748","2020-09-16","OID-436084","Warranty Void"
"CL-3749","2020-12-31","OID-361436","Free Replaced"
"CL-3750","2020-12-31","OID-361569","Free Replaced"
"CL-3751","2020-12-31","OID-361656","Free Replaced"
"CL-3754","2020-12-31","OID-361808","Free Replaced"
"CL-3755","2020-12-31","OID-361845","Free Replaced"
"CL-3756","2020-12-31","OID-361950","Free Replaced"
"CL-3757","2020-12-31","OID-362076","Free Replaced"
"CL-3758","2020-12-31","OID-362138","Free Replaced"
"CL-3759","2020-12-31","OID-373058","Free Replaced"
"CL-3761","2020-12-31","OID-373005","Free Replaced"
"CL-3763","2020-12-31","OID-373301","Free Replaced"
"CL-3764","2020-12-31","OID-373363","Free Replaced"
"CL-3765","2021-12-31","OID-373838","Paid Repaired"
"CL-3766","2021-03-02","OID-374043","Warranty Void"
"CL-3767","2021-05-26","OID-385241","Warranty Void"
"CL-3768","2021-03-07","OID-385279","Warranty Void"
"CL-3769","2020-12-16","OID-386050","Warranty Void"
"CL-3770","2021-01-21","OID-423360","Paid Repaired"
"CL-3772","2021-01-01","OID-361833","Free Replaced"
"CL-3773","2021-01-01","OID-361939","Free Replaced"
"CL-3774","2021-01-01","OID-362092","Free Replaced"
"CL-3775","2021-01-01","OID-362238","Free Replaced"
"CL-3776","2021-01-01","OID-362316","Warranty Void"
"CL-3777","2021-01-01","OID-372919","Free Replaced"
"CL-3778","2021-01-01","OID-373163","Free Replaced"
"CL-3779","2021-01-01","OID-372846","Free Replaced"
"CL-3780","2021-01-01","OID-372911","Free Replaced"
"CL-3782","2021-01-01","OID-373307","Free Replaced"
"CL-3783","2021-01-01","OID-373393","Free Replaced"
"CL-3784","2022-02-15","OID-373813","Paid Repaired"
"CL-3785","2021-03-23","OID-385754","Warranty Void"
"CL-3786","2020-07-23","OID-386166","Warranty Void"
"CL-3787","2020-05-29","OID-436211","Warranty Void"
"CL-3788","2020-05-26","OID-448936","Warranty Void"
"CL-3789","2021-01-02","OID-361461","Free Replaced"
"CL-3790","2021-01-02","OID-361600","Free Replaced"
"CL-3791","2021-01-02","OID-361842","Free Replaced"
"CL-3792","2021-01-02","OID-361966","Free Replaced"
"CL-3793","2021-01-02","OID-362299","Warranty Void"
"CL-3794","2021-01-02","OID-362318","Warranty Void"
"CL-3796","2021-01-02","OID-372966","Free Replaced"
"CL-3797","2021-01-02","OID-373460","Free Replaced"
"CL-3798","2021-01-02","OID-373484","Free Replaced"
"CL-3799","2021-04-30","OID-374178","Paid Repaired"
"CL-3800","2020-11-11","OID-374334","Warranty Void"
"CL-3801","2020-10-14","OID-374749","Warranty Void"
"CL-3802","2021-05-01","OID-385704","Paid Repaired"
"CL-3803","2021-04-15","OID-385806","Paid Repaired"
"CL-3804","2021-04-08","OID-386141","Paid Repaired"
"CL-3805","2021-01-03","OID-110752","Free Replaced"
"CL-3806","2021-01-03","OID-361561","Free Replaced"
"CL-3808","2021-01-03","OID-362106","Free Replaced"
"CL-3809","2021-01-03","OID-362289","Warranty Void"
"CL-3810","2021-01-03","OID-362297","Warranty Void"
"CL-3811","2021-01-03","OID-372763","Free Replaced"
"CL-3812","2021-01-03","OID-373011","Free Replaced"
"CL-3813","2021-01-03","OID-373392","Free Replaced"
"CL-3814","2021-10-14","OID-373774","Paid Repaired"
"CL-3815","2021-01-07","OID-374086","Warranty Void"
"CL-3816","2021-07-08","OID-374664","Paid Repaired"
"CL-3817","2021-01-04","OID-386249","Paid Repaired"
"CL-3818","2020-12-12","OID-448957","Paid Repaired"
"CL-3819","2021-01-04","OID-110431","Free Replaced"
"CL-3820","2021-01-04","OID-110553","Free Replaced"
"CL-3821","2021-01-04","OID-110681","Free Replaced"
"CL-3822","2021-01-04","OID-361606","Free Replaced"
"CL-3824","2021-01-04","OID-361773","Free Replaced"
"CL-3825","2021-01-04","OID-373032","Free Replaced"
"CL-3827","2021-01-04","OID-373199","Free Replaced"
"CL-3828","2021-01-04","OID-373296","Free Replaced"
"CL-3829","2021-01-04","OID-373368","Free Replaced"
"CL-3830","2021-01-04","OID-373415","Free Replaced"
"CL-3831","2021-01-04","OID-373497","Free Replaced"
"CL-3832","2021-12-11","OID-374006","Paid Repaired"
"CL-3833","2021-02-01","OID-374518","Warranty Void"
"CL-3834","2021-07-27","OID-385516","Paid Repaired"
"CL-3835","2021-02-26","OID-385674","Warranty Void"
"CL-3836","2021-03-13","OID-386021","Paid Repaired"
"CL-3837","2020-10-09","OID-386070","Warranty Void"
"CL-3838","2020-08-11","OID-386094","Warranty Void"
"CL-3839","2021-03-24","OID-386260","Paid Repaired"
"CL-3840","2020-07-16","OID-397926","Warranty Void"
"CL-3842","2021-01-05","OID-361946","Free Replaced"
"CL-3843","2021-01-05","OID-361959","Free Replaced"
"CL-3844","2021-01-05","OID-362071","Free Replaced"
"CL-3845","2021-01-05","OID-362149","Free Replaced"
"CL-3846","2021-01-05","OID-362159","Free Replaced"
"CL-3847","2021-01-05","OID-362218","Free Replaced"
"CL-3848","2021-01-05","OID-372776","Free Replaced"
"CL-3849","2021-01-05","OID-372835","Free Replaced"
"CL-3850","2021-01-05","OID-372933","Free Replaced"
"CL-3851","2021-01-05","OID-373013","Free Replaced"
"CL-3852","2021-01-05","OID-373016","Free Replaced"
"CL-3854","2021-04-29","OID-373994","Warranty Void"
"CL-3855","2021-11-06","OID-374330","Paid Repaired"
"CL-3856","2021-05-27","OID-374353","Paid Repaired"
"CL-3857","2021-05-08","OID-385757","Paid Repaired"
"CL-3858","2020-07-30","OID-397863","Warranty Void"
"CL-3859","2020-07-28","OID-423340","Warranty Void"
"CL-3860","2021-01-12","OID-448971","Paid Repaired"
"CL-3861","2021-01-06","OID-361539","Free Replaced"
"CL-3862","2021-01-06","OID-361690","Free Replaced"
"CL-3863","2021-01-06","OID-361704","Free Replaced"
"CL-3864","2021-01-06","OID-361810","Free Replaced"
"CL-3865","2021-01-06","OID-361954","Free Replaced"
"CL-3866","2021-01-06","OID-361998","Free Replaced"
"CL-3867","2021-01-06","OID-362200","Free Replaced"
"CL-3868","2021-01-06","OID-362272","Warranty Void"
"CL-3869","2021-01-06","OID-373045","Free Replaced"
"CL-3870","2021-01-06","OID-373219","Free Replaced"
"CL-3871","2021-01-06","OID-373047","Free Replaced"
"CL-3872","2021-01-06","OID-373269","Free Replaced"
"CL-3873","2021-01-06","OID-373340","Free Replaced"
"CL-3874","2020-11-15","OID-374544","Warranty Void"
"CL-3875","2021-06-06","OID-385251","Warranty Void"
"CL-3876","2020-08-17","OID-397813","Warranty Void"
"CL-3877","2020-11-07","OID-448993","Paid Repaired"
"CL-3878","2021-01-07","OID-361969","Free Replaced"
"CL-3879","2021-01-07","OID-372766","Free Replaced"
"CL-3880","2021-01-07","OID-372894","Free Replaced"
"CL-3881","2021-01-07","OID-372919","Free Replaced"
"CL-3883","2021-01-07","OID-373468","Free Replaced"
"CL-3884","2021-01-07","OID-373502","Free Replaced"
"CL-3885","2021-06-26","OID-374162","Paid Repaired"
"CL-3886","2021-01-27","OID-374754","Paid Repaired"
"CL-3887","2021-05-31","OID-385207","Warranty Void"
"CL-3888","2021-01-16","OID-385301","Warranty Void"
"CL-3889","2021-07-22","OID-385485","Paid Repaired"
"CL-3890","2021-04-21","OID-385537","Warranty Void"
"CL-3891","2021-03-16","OID-386194","Paid Repaired"
"CL-3892","2021-03-26","OID-386228","Paid Repaired"
"CL-3893","2021-01-08","OID-83893","Free Replaced"
"CL-3894","2021-01-08","OID-84200","Free Replaced"
"CL-3895","2021-01-08","OID-110499","Free Replaced"
"CL-3896","2021-01-08","OID-361441","Free Replaced"
"CL-3897","2021-01-08","OID-361874","Free Replaced"
"CL-3898","2021-01-08","OID-361897","Free Replaced"
"CL-3899","2021-01-08","OID-362118","Free Replaced"
"CL-3900","2021-01-08","OID-372765","Free Replaced"
"CL-3901","2021-01-08","OID-373188","Free Replaced"
"CL-3902","2021-01-08","OID-372763","Free Replaced"
"CL-3904","2021-01-08","OID-372915","Free Replaced"
"CL-3905","2020-10-12","OID-385797","Warranty Void"
"CL-3906","2021-04-02","OID-385863","Paid Repaired"
"CL-3907","2020-09-26","OID-397836","Warranty Void"
"CL-3908","2021-01-09","OID-361417","Free Replaced"
"CL-3909","2021-01-09","OID-361540","Free Replaced"
"CL-3912","2021-01-09","OID-361644","Free Replaced"
"CL-3914","2021-01-09","OID-361694","Free Replaced"
"CL-3915","2021-01-09","OID-361994","Free Replaced"
"CL-3916","2021-01-09","OID-362089","Free Replaced"
"CL-3917","2021-01-09","OID-362097","Free Replaced"
"CL-3918","2021-01-09","OID-373046","Free Replaced"
"CL-3919","2021-01-09","OID-372815","Free Replaced"
"CL-3920","2021-01-09","OID-373233","Free Replaced"
"CL-3921","2021-01-09","OID-373387","Free Replaced"
"CL-3922","2021-01-09","OID-373471","Free Replaced"
"CL-3923","2021-08-09","OID-373971","Paid Repaired"
"CL-3924","2021-09-02","OID-374317","Paid Repaired"
"CL-3925","2021-07-13","OID-374603","Paid Repaired"
"CL-3926","2021-02-08","OID-374706","Paid Repaired"
"CL-3927","2021-04-12","OID-385726","Paid Repaired"
"CL-3928","2020-11-30","OID-385811","Warranty Void"
"CL-3929","2021-02-05","OID-385874","Warranty Void"
"CL-3930","2021-04-03","OID-385907","Paid Repaired"
"CL-3931","2021-01-11","OID-386099","Warranty Void"
"CL-3932","2021-03-25","OID-386124","Paid Repaired"
"CL-3933","2020-09-19","OID-397864","Warranty Void"
"CL-3934","2020-11-12","OID-423443","Paid Repaired"
"CL-3935","2020-08-03","OID-436052","Warranty Void"
"CL-3936","2020-12-14","OID-436246","Paid Repaired"
"CL-3937","2021-01-10","OID-110368","Free Replaced"
"CL-3938","2021-01-10","OID-110506","Free Replaced"
"CL-3939","2021-01-10","OID-361623","Free Replaced"
"CL-3940","2021-01-10","OID-361740","Free Replaced"
"CL-3941","2021-01-10","OID-361901","Free Replaced"
"CL-3942","2021-01-10","OID-361963","Free Replaced"
"CL-3943","2021-01-10","OID-362014","Free Replaced"
"CL-3944","2021-01-10","OID-362260","Warranty Void"
"CL-3945","2021-01-10","OID-372775","Free Replaced"
"CL-3946","2021-01-10","OID-372917","Free Replaced"
"CL-3947","2021-01-10","OID-372787","Free Replaced"
"CL-3948","2021-01-10","OID-372961","Free Replaced"
"CL-3951","2021-01-10","OID-373240","Free Replaced"
"CL-3952","2021-08-31","OID-373899","Paid Repaired"
"CL-3953","2021-06-02","OID-385289","Warranty Void"
"CL-3954","2020-10-29","OID-397859","Warranty Void"
"CL-3955","2020-05-14","OID-410689","Warranty Void"
"CL-3956","2021-01-11","OID-83967","Free Replaced"
"CL-3957","2021-01-11","OID-110611","Free Replaced"
"CL-3958","2021-01-11","OID-361612","Free Replaced"
"CL-3959","2021-01-11","OID-361615","Free Replaced"
"CL-3960","2021-01-11","OID-362144","Free Replaced"
"CL-3961","2021-01-11","OID-362217","Free Replaced"
"CL-3962","2020-09-28","OID-374360","Warranty Void"
"CL-3963","2021-03-24","OID-385243","Warranty Void"
"CL-3964","2021-05-21","OID-385293","Warranty Void"
"CL-3965","2020-09-28","OID-386113","Warranty Void"
"CL-3966","2020-09-27","OID-386165","Warranty Void"
"CL-3967","2020-10-12","OID-386225","Warranty Void"
"CL-3968","2021-01-12","OID-361379","Free Replaced"
"CL-3969","2021-01-12","OID-361405","Free Replaced"
"CL-3970","2021-01-12","OID-361424","Free Replaced"
"CL-3971","2021-01-12","OID-361516","Free Replaced"
"CL-3972","2021-01-12","OID-361820","Free Replaced"
"CL-3973","2021-01-12","OID-361948","Free Replaced"
"CL-3974","2021-01-12","OID-362035","Free Replaced"
"CL-3975","2021-01-12","OID-372740","Free Replaced"
"CL-3976","2021-01-12","OID-372756","Free Replaced"
"CL-3977","2021-01-12","OID-373058","Free Replaced"
"CL-3978","2021-01-12","OID-373400","Free Replaced"
"CL-3979","2021-01-12","OID-373495","Free Replaced"
"CL-3980","2021-01-23","OID-373821","Warranty Void"
"CL-3981","2021-09-18","OID-374160","Paid Repaired"
"CL-3982","2020-12-03","OID-374757","Warranty Void"
"CL-3983","2021-03-04","OID-385535","Warranty Void"
"CL-3984","2020-10-06","OID-385870","Warranty Void"
"CL-3985","2021-01-16","OID-397976","Paid Repaired"
"CL-3986","2020-10-04","OID-436231","Warranty Void"
"CL-3987","2021-01-13","OID-110346","Free Replaced"
"CL-3988","2021-01-13","OID-361395","Free Replaced"
"CL-3989","2021-01-13","OID-361828","Free Replaced"
"CL-3990","2021-01-13","OID-361830","Free Replaced"
"CL-3991","2021-01-13","OID-372944","Free Replaced"
"CL-3992","2021-01-13","OID-373117","Free Replaced"
"CL-3993","2021-01-13","OID-373350","Free Replaced"
"CL-3994","2021-01-13","OID-373403","Free Replaced"
"CL-3995","2021-12-14","OID-373870","Paid Repaired"
"CL-3996","2022-01-12","OID-373889","Paid Repaired"
"CL-3997","2021-07-16","OID-374066","Paid Repaired"
"CL-3998","2021-03-25","OID-374188","Warranty Void"
"CL-3999","2021-02-02","OID-374731","Paid Repaired"
"CL-4000","2021-06-06","OID-385629","Paid Repaired"
"CL-4001","2021-01-21","OID-386062","Warranty Void"
"CL-4002","2020-08-16","OID-410559","Warranty Void"
"CL-4003","2020-10-26","OID-423219","Warranty Void"
"CL-4004","2021-01-14","OID-110449","Free Replaced"
"CL-4005","2021-01-14","OID-361375","Free Replaced"
"CL-4006","2021-01-14","OID-361568","Free Replaced"
"CL-4007","2021-01-14","OID-361603","Free Replaced"
"CL-4010","2021-01-14","OID-361696","Free Replaced"
"CL-4011","2021-01-14","OID-361908","Free Replaced"
"CL-4012","2021-01-14","OID-361958","Free Replaced"
"CL-4013","2021-01-14","OID-362164","Free Replaced"
"CL-4014","2021-01-14","OID-372764","Free Replaced"
"CL-4015","2021-01-14","OID-372996","Free Replaced"
"CL-4016","2021-01-14","OID-373124","Free Replaced"
"CL-4017","2021-01-14","OID-373242","Free Replaced"
"CL-4018","2021-01-14","OID-373423","Free Replaced"
"CL-4019","2021-01-20","OID-385419","Warranty Void"
"CL-4020","2021-07-10","OID-385506","Paid Repaired"
"CL-4021","2020-09-29","OID-385738","Warranty Void"
"CL-4022","2020-12-25","OID-385778","Warranty Void"
"CL-4023","2021-03-20","OID-385784","Warranty Void"
"CL-4024","2021-01-04","OID-385902","Warranty Void"
"CL-4025","2021-03-10","OID-385921","Paid Repaired"
"CL-4026","2021-01-15","OID-83892","Free Replaced"
"CL-4027","2021-01-15","OID-84094","Free Replaced"
"CL-4028","2021-01-15","OID-110577","Free Replaced"
"CL-4029","2021-01-15","OID-361458","Free Replaced"
"CL-4034","2021-01-15","OID-362109","Free Replaced"
"CL-4035","2021-01-15","OID-362129","Free Replaced"
"CL-4036","2021-01-15","OID-362226","Free Replaced"
"CL-4037","2021-01-15","OID-372750","Free Replaced"
"CL-4038","2021-01-15","OID-373206","Free Replaced"
"CL-4039","2021-01-15","OID-373442","Free Replaced"
"CL-4040","2021-02-12","OID-385372","Warranty Void"
"CL-4041","2021-01-12","OID-385488","Warranty Void"
"CL-4042","2021-07-22","OID-385504","Paid Repaired"
"CL-4043","2020-12-19","OID-385833","Warranty Void"
"CL-4044","2020-08-04","OID-386092","Warranty Void"
"CL-4045","2020-10-22","OID-386136","Warranty Void"
"CL-4046","2021-01-16","OID-110780","Free Replaced"
"CL-4047","2021-01-16","OID-361449","Free Replaced"
"CL-4048","2021-01-16","OID-361620","Free Replaced"
"CL-4049","2021-01-16","OID-362130","Free Replaced"
"CL-4050","2021-01-16","OID-372814","Free Replaced"
"CL-4051","2021-01-16","OID-372884","Free Replaced"
"CL-4052","2021-01-16","OID-373462","Free Replaced"
"CL-4053","2021-01-16","OID-373469","Free Replaced"
"CL-4054","2022-02-27","OID-373691","Paid Repaired"
"CL-4055","2020-12-16","OID-373878","Warranty Void"
"CL-4056","2021-03-16","OID-374149","Warranty Void"
"CL-4057","2021-03-02","OID-374647","Paid Repaired"
"CL-4058","2021-05-06","OID-385303","Warranty Void"
"CL-4059","2021-04-15","OID-386089","Paid Repaired"
"CL-4060","2020-12-28","OID-386128","Warranty Void"
"CL-4061","2021-03-04","OID-386202","Paid Repaired"
"CL-4062","2020-12-22","OID-386214","Warranty Void"
"CL-4063","2021-01-17","OID-83761","Free Replaced"
"CL-4064","2021-01-17","OID-110753","Free Replaced"
"CL-4065","2021-01-17","OID-361462","Free Replaced"
"CL-4067","2021-01-17","OID-362122","Free Replaced"
"CL-4068","2021-01-17","OID-372799","Free Replaced"
"CL-4069","2021-01-17","OID-372813","Free Replaced"
"CL-4071","2021-01-17","OID-373279","Free Replaced"
"CL-4072","2021-01-17","OID-373327","Free Replaced"
"CL-4073","2021-12-19","OID-374087","Paid Repaired"
"CL-4074","2020-11-12","OID-374153","Warranty Void"
"CL-4075","2021-06-13","OID-385197","Warranty Void"
"CL-4076","2021-01-12","OID-385370","Warranty Void"
"CL-4077","2021-05-04","OID-385376","Warranty Void"
"CL-4078","2021-04-20","OID-385512","Warranty Void"
"CL-4079","2021-07-08","OID-385603","Paid Repaired"
"CL-4080","2020-11-06","OID-385647","Warranty Void"
"CL-4081","2020-09-07","OID-386017","Warranty Void"
"CL-4082","2021-03-06","OID-386145","Paid Repaired"
"CL-4083","2021-03-06","OID-386182","Paid Repaired"
"CL-4084","2020-08-07","OID-448813","Warranty Void"
"CL-4085","2021-01-18","OID-84082","Free Replaced"
"CL-4087","2021-01-18","OID-361388","Free Replaced"
"CL-4088","2021-01-18","OID-361480","Free Replaced"
"CL-4089","2021-01-18","OID-361632","Free Replaced"
"CL-4090","2021-01-18","OID-361822","Free Replaced"
"CL-4091","2021-01-18","OID-361909","Free Replaced"
"CL-4092","2021-01-18","OID-362061","Free Replaced"
"CL-4093","2021-01-18","OID-362136","Free Replaced"
"CL-4094","2021-01-18","OID-372786","Free Replaced"
"CL-4095","2021-01-18","OID-372995","Free Replaced"
"CL-4096","2021-01-18","OID-373252","Free Replaced"
"CL-4097","2020-11-13","OID-374362","Warranty Void"
"CL-4098","2021-01-19","OID-374570","Warranty Void"
"CL-4099","2020-10-29","OID-374609","Warranty Void"
"CL-4100","2020-09-23","OID-374669","Warranty Void"
"CL-4101","2021-06-03","OID-385578","Paid Repaired"
"CL-4102","2021-02-08","OID-385660","Warranty Void"
"CL-4103","2021-01-31","OID-385861","Warranty Void"
"CL-4104","2021-04-02","OID-385882","Paid Repaired"
"CL-4105","2021-02-24","OID-385885","Warranty Void"
"CL-4106","2020-12-01","OID-385959","Warranty Void"
"CL-4107","2020-10-08","OID-386003","Warranty Void"
"CL-4108","2021-01-05","OID-410721","Paid Repaired"
"CL-4109","2020-12-04","OID-423282","Warranty Void"
"CL-4110","2021-01-19","OID-361482","Free Replaced"
"CL-4111","2021-01-19","OID-362135","Free Replaced"
"CL-4112","2021-01-19","OID-373117","Free Replaced"
"CL-4113","2021-01-19","OID-373291","Free Replaced"
"CL-4114","2021-06-05","OID-374532","Paid Repaired"
"CL-4115","2021-06-09","OID-385385","Paid Repaired"
"CL-4116","2021-05-16","OID-385796","Paid Repaired"
"CL-4117","2021-02-12","OID-436106","Paid Repaired"
"CL-4118","2021-01-20","OID-83924","Free Replaced"
"CL-4119","2021-01-20","OID-84142","Free Replaced"
"CL-4120","2021-01-20","OID-361398","Free Replaced"
"CL-4121","2021-01-20","OID-361552","Free Replaced"
"CL-4122","2021-01-20","OID-361923","Free Replaced"
"CL-4123","2021-01-20","OID-362059","Free Replaced"
"CL-4124","2021-01-20","OID-373389","Free Replaced"
"CL-4125","2021-12-22","OID-373738","Paid Repaired"
"CL-4126","2021-01-10","OID-374060","Warranty Void"
"CL-4127","2020-11-04","OID-374064","Warranty Void"
"CL-4128","2020-11-05","OID-374208","Warranty Void"
"CL-4129","2021-03-06","OID-385155","Warranty Void"
"CL-4130","2020-12-20","OID-385252","Warranty Void"
"CL-4131","2021-03-12","OID-385366","Warranty Void"
"CL-4132","2021-01-16","OID-385394","Warranty Void"
"CL-4133","2020-12-16","OID-385433","Warranty Void"
"CL-4134","2021-02-03","OID-385469","Warranty Void"
"CL-4135","2021-02-23","OID-385676","Warranty Void"
"CL-4136","2020-11-29","OID-385735","Warranty Void"
"CL-4137","2020-08-01","OID-386144","Warranty Void"
"CL-4138","2020-10-10","OID-423273","Warranty Void"
"CL-4139","2021-01-21","OID-84143","Free Replaced"
"CL-4140","2021-01-21","OID-110367","Free Replaced"
